Designator Footprint               Mid X         Mid Y         Ref X         Ref Y         Pad X         Pad Y TB      Rotation Comment        

Designator FIDUCIAL-2X3-PANEL    378.937mil    128.937mil    378.937mil    128.937mil    378.937mil    128.937mil  B         90.00 Comment        
Designator FIDUCIAL-2X3-PANEL   4237.796mil     131.89mil   4237.796mil     131.89mil   4237.796mil     131.89mil  B         90.00 Comment        
Designator FIDUCIAL-2X3-PANEL   4237.796mil   8479.741mil   4237.796mil   8479.741mil   4237.796mil   8479.741mil  B         90.00 Comment        
Designator FIDUCIAL-2X3-PANEL    378.937mil   8479.741mil    378.937mil   8479.741mil    378.937mil   8479.741mil  B         90.00 Comment        
Designator FIDUCIAL-2X3-PANEL    378.937mil   8479.741mil    378.937mil   8479.741mil    378.937mil   8479.741mil  T         90.00 Comment        
Designator FIDUCIAL-2X3-PANEL   4237.796mil   8479.741mil   4237.796mil   8479.741mil   4237.796mil   8479.741mil  T         90.00 Comment        
Designator FIDUCIAL-2X3-PANEL   4237.796mil     131.89mil   4237.796mil     131.89mil   4237.796mil     131.89mil  T         90.00 Comment        
Designator FIDUCIAL-2X3-PANEL    378.937mil    128.937mil    378.937mil    128.937mil    378.937mil    128.937mil  T         90.00 Comment        
TP112      TP-2              1182.614mil    906.631mil   1182.614mil    906.631mil   1182.614mil    906.631mil  B        270.00 TP4            
TP113      TP-2              1280.467mil    812.842mil   1280.467mil    812.842mil   1280.467mil    812.842mil  B        270.00 TP4            
TP114      TP-2              1574.438mil    918.914mil   1574.438mil    918.914mil   1574.438mil    918.914mil  B        270.00 TP4            
TP115      TP-2              1473.416mil    818.977mil   1473.416mil    818.977mil   1473.416mil    818.977mil  B        270.00 TP4            
TP116      TP-2              3193.283mil   1255.455mil   3193.283mil   1255.455mil   3193.283mil   1255.455mil  B        270.00 TP4            
TP117      TP-2              2962.052mil   1446.292mil   2962.052mil   1446.292mil   2962.052mil   1446.292mil  B        270.00 TP4            
TP118      TP-2              2598.761mil      913.5mil   2598.761mil      913.5mil   2598.761mil      913.5mil  B        270.00 TP4            
TP119      TP-2              2696.673mil    813.029mil   2696.673mil    813.029mil   2696.673mil    813.029mil  B        270.00 TP4            
TP120      TP-2              2986.391mil    884.811mil   2986.391mil    884.811mil   2986.391mil    884.811mil  B        270.00 TP4            
TP121      TP-2              2885.313mil    818.258mil   2885.313mil    818.258mil   2885.313mil    818.258mil  B        270.00 TP4            
TP122      TP-2              3898.088mil   1250.551mil   3898.088mil   1250.551mil   3898.088mil   1250.551mil  B        270.00 TP4            
TP123      TP-2              3670.752mil   1443.414mil   3670.752mil   1443.414mil   3670.752mil   1443.414mil  B        270.00 TP4            
TP124      TP-2              3348.026mil    916.147mil   3348.026mil    916.147mil   3348.026mil    916.147mil  B        270.00 TP4            
TP125      TP-2              3467.209mil    849.849mil   3467.209mil    849.849mil   3467.209mil    849.849mil  B        270.00 TP4            
TP126      TP-2              3736.056mil    892.156mil   3736.056mil    892.156mil   3736.056mil    892.156mil  B        270.00 TP4            
TP127      TP-2              3605.417mil    815.902mil   3605.417mil    815.902mil   3605.417mil    815.902mil  B        270.00 TP4            
TP128      TP-2              1644.131mil     2936.9mil   1644.131mil     2936.9mil   1644.131mil     2936.9mil  B         90.00 TP4            
TP129      TP-2              1522.807mil   2938.966mil   1522.807mil   2938.966mil   1522.807mil   2938.966mil  B         90.00 TP4            
D10        SOD323-R          1107.937mil   3869.283mil   1107.937mil   3868.937mil   1107.937mil   3912.937mil  T         90.00 RSB39VTE-17    
JP1        SJ                 932.937mil   6553.937mil    932.937mil   6553.937mil    962.937mil   6553.937mil  T        180.00 SJ             
FB29       FB0603             773.393mil   6526.446mil    773.393mil   6526.446mil    773.393mil   6500.265mil  T         90.00 220R           
U18        SO-4               608.421mil   7202.549mil    608.421mil   7202.549mil    737.358mil   7177.549mil  T        180.00 TLP293         
R152       R0402              826.023mil   7146.575mil    826.074mil   7146.575mil    844.972mil   7146.575mil  T        180.00 1k             
R151       R0402              479.609mil   7119.673mil    479.609mil   7119.724mil    479.609mil   7138.622mil  T        270.00 10K            
R150       R0402               636.55mil   7118.081mil    636.499mil   7118.081mil    617.601mil   7118.081mil  T        360.00 10K            
Q8         SOT523_SMALL       568.981mil   7081.988mil    568.981mil   7081.988mil    533.548mil   7101.673mil  T          0.00 MMBT3904       
R149       R0402             1032.044mil   5966.708mil   1032.095mil   5966.708mil   1050.993mil   5966.708mil  T        180.00 100R           
C169       C0402             1031.812mil   6018.465mil   1031.662mil   6018.465mil   1012.962mil   6018.465mil  T        360.00 100nF          
FB28       FB0603            1583.804mil   7034.866mil   1583.804mil   7034.866mil   1609.986mil   7034.866mil  T        180.00 220R           
D73        SOD923-100X40-2N   3578.937mil   5898.937mil   3578.937mil   5898.937mil   3596.654mil   5898.937mil  T        360.00 ESD9B3.3ST5G   
D72        SOD923-100X40-2N   3503.937mil   5898.937mil   3503.937mil   5898.937mil    3486.22mil   5898.937mil  T        180.00 ESD9B3.3ST5G   
D71        SOD923-100X40-2N   1339.127mil       5633mil   1339.127mil       5633mil   1356.843mil       5633mil  T        360.00 ESD9B3.3ST5G   
D42        SOD923-100X40-2N   1001.248mil   6323.236mil   1001.248mil   6323.236mil   1001.248mil   6305.519mil  T        270.00 ESD9B3.3ST5G   
C167       C0402              967.595mil   6166.576mil    967.595mil   6166.726mil    967.595mil   6185.426mil  T        270.00 100nF          
C166       C0402             3894.385mil   5904.355mil   3894.235mil   5904.355mil   3875.535mil   5904.355mil  T        360.00 100nF          
C165       C0402             2188.129mil   7400.009mil   2187.979mil   7400.009mil   2169.279mil   7400.009mil  T        360.00 100nF          
C164       C0402             1040.826mil   5615.986mil   1040.826mil   5616.136mil   1040.826mil   5634.836mil  T        270.00 100nF          
FB27       FB0603            1581.663mil   6003.408mil   1581.663mil   6003.408mil   1581.663mil   5977.227mil  T         90.00 220R           
FB25       FB0603            3319.937mil   5485.937mil   3319.937mil   5485.937mil   3346.118mil   5485.937mil  T        180.00 220R           
FB24       FB0603            2640.937mil   5496.937mil   2640.937mil   5496.937mil   2667.118mil   5496.937mil  T        180.00 220R           
FB23       FB0603            1203.937mil   5453.937mil   1203.937mil   5453.937mil   1230.118mil   5453.937mil  T        180.00 220R           
FB22       FB0603             353.809mil   5288.237mil    353.809mil   5288.237mil    353.809mil   5314.418mil  T        270.00 220R           
FB21       FB0603            1907.937mil   5466.937mil   1907.937mil   5466.937mil   1934.118mil   5466.937mil  T        180.00 220R           
U17        DRV8825PWPR       3504.815mil   5262.937mil   3504.815mil   5262.937mil   3338.476mil   5150.732mil  T          0.00 DRV8825        
U16        DRV8825PWPR       2795.956mil   5262.937mil   2795.956mil   5262.937mil   2629.617mil   5150.732mil  T          0.00 DRV8825        
U14        DRV8825PWPR       1378.239mil   5262.937mil   1378.239mil   5262.937mil     1211.9mil   5150.732mil  T          0.00 DRV8825        
U13        DRV8825PWPR         651.38mil   5262.937mil     651.38mil   5262.937mil    485.041mil   5150.732mil  T          0.00 DRV8825        
TVS20      SMF               1614.937mil   4786.937mil   1614.937mil   4786.937mil   1614.937mil   4844.024mil  T         90.00 TVS 30V SMF    
TVS19      SMF               1644.937mil   4972.937mil   1644.937mil   4972.937mil   1702.024mil   4972.937mil  T        360.00 TVS 30V SMF    
TVS18      SMF               1135.937mil   4802.937mil   1135.937mil   4802.937mil   1135.937mil   4860.024mil  T         90.00 TVS 30V SMF    
TVS17      SMF               1158.937mil   4581.937mil   1158.937mil   4581.937mil   1158.937mil    4524.85mil  T        270.00 TVS 30V SMF    
TVS16      SMF               3026.937mil   4815.937mil   3026.937mil   4815.937mil   3084.024mil   4815.937mil  T        360.00 TVS 30V SMF    
TVS15      SMF               3057.937mil   4945.937mil   3057.937mil   4945.937mil   3115.024mil   4945.937mil  T        360.00 TVS 30V SMF    
TVS14      SMF               2560.937mil   4810.937mil   2560.937mil   4810.937mil   2560.937mil   4868.024mil  T         90.00 TVS 30V SMF    
TVS13      SMF               2436.937mil   4702.937mil   2436.937mil   4702.937mil   2436.937mil   4760.024mil  T         90.00 TVS 30V SMF    
TVS12      SMF               3781.937mil   4899.937mil   3781.937mil   4899.937mil   3839.024mil   4899.937mil  T          0.00 TVS 30V SMF    
TVS11      SMF               3956.937mil   4935.937mil   3956.937mil   4935.937mil   3956.937mil   4993.024mil  T         90.00 TVS 30V SMF    
TVS10      SMF               3310.937mil   4909.937mil   3310.937mil   4909.937mil   3310.937mil   4967.024mil  T         90.00 TVS 30V SMF    
TVS9       SMF               3451.937mil   4579.937mil   3451.937mil   4579.937mil   3451.937mil    4522.85mil  T        270.00 TVS 30V SMF    
TVS8       SMF               2317.937mil   4810.937mil   2317.937mil   4810.937mil   2317.937mil   4868.024mil  T         90.00 TVS 30V SMF    
TVS7       SMF               2366.937mil   4964.937mil   2366.937mil   4964.937mil   2424.024mil   4964.937mil  T        360.00 TVS 30V SMF    
TVS6       SMF               1852.937mil   4810.937mil   1852.937mil   4810.937mil   1852.937mil   4868.024mil  T         90.00 TVS 30V SMF    
TVS5       SMF               1744.937mil   4701.937mil   1744.937mil   4701.937mil   1744.937mil    4644.85mil  T        270.00 TVS 30V SMF    
TVS4       SMF                958.937mil   4798.024mil    958.937mil   4798.024mil    958.937mil    4855.11mil  T         90.00 TVS 30V SMF    
TVS3       SMF                946.024mil   5004.937mil    946.024mil   5004.937mil    1003.11mil   5004.937mil  T        360.00 TVS 30V SMF    
TVS2       SMF                401.937mil   4758.937mil    401.937mil   4758.937mil    401.937mil   4816.024mil  T         90.00 TVS 30V SMF    
TVS1       SMF                396.937mil   4964.937mil    396.937mil   4964.937mil     339.85mil   4964.937mil  T        180.00 TVS 30V SMF    
TP100      TP-2              1309.087mil   4561.616mil   1309.087mil   4561.616mil   1309.087mil   4561.616mil  B         90.00 TP4            
TP99       TP-2              1408.376mil   4562.516mil   1408.376mil   4562.516mil   1408.376mil   4562.516mil  B         90.00 TP4            
TP98       TP-2              1509.435mil    4562.41mil   1509.435mil    4562.41mil   1509.435mil    4562.41mil  B         90.00 TP4            
TP97       TP-2              1609.081mil   4562.272mil   1609.081mil   4562.272mil   1609.081mil   4562.272mil  B         90.00 TP4            
TP92       TP-2              3003.895mil   4559.751mil   3003.895mil   4559.751mil   3003.895mil   4559.751mil  B         90.00 TP4            
TP91       TP-2              3103.944mil   4560.836mil   3103.944mil   4560.836mil   3103.944mil   4560.836mil  B         90.00 TP4            
TP90       TP-2              3203.872mil   4561.739mil   3203.872mil   4561.739mil   3203.872mil   4561.739mil  B         90.00 TP4            
TP89       TP-2              3304.106mil   4561.654mil   3304.106mil   4561.654mil   3304.106mil   4561.654mil  B         90.00 TP4            
TP88       TP-2               3599.08mil   4561.299mil    3599.08mil   4561.299mil    3599.08mil   4561.299mil  B         90.00 TP4            
TP87       TP-2              3699.074mil   4561.422mil   3699.074mil   4561.422mil   3699.074mil   4561.422mil  B         90.00 TP4            
TP86       TP-2              3798.907mil    4561.13mil   3798.907mil    4561.13mil   3798.907mil    4561.13mil  B         90.00 TP4            
TP85       TP-2              3898.962mil   4561.434mil   3898.962mil   4561.434mil   3898.962mil   4561.434mil  B         90.00 TP4            
TP83       TP-2              1606.138mil   5236.595mil   1606.138mil   5236.595mil   1606.138mil   5236.595mil  B         90.00 TP4            
TP25       TP-2               872.818mil   5202.025mil    872.818mil   5202.025mil    872.818mil   5202.025mil  B         90.00 TP4            
TP19       TP-2               908.948mil   4561.005mil    908.948mil   4561.005mil    908.948mil   4561.005mil  B         90.00 TP4            
TP18       TP-2              1009.141mil   4561.339mil   1009.141mil   4561.339mil   1009.141mil   4561.339mil  B         90.00 TP4            
TP17       TP-2              2784.882mil   6329.255mil   2784.882mil   6329.255mil   2784.882mil   6329.255mil  B         90.00 TP4            
TP12       TP-2              3615.038mil   5933.654mil   3615.038mil   5933.654mil   3615.038mil   5933.654mil  B         90.00 TP4            
TP11       TP-2              2893.198mil   6734.379mil   2893.198mil   6734.379mil   2893.198mil   6734.379mil  B         90.00 TP4            
TP10       TP-2              3183.316mil   5884.148mil   3183.316mil   5884.148mil   3183.316mil   5884.148mil  B         90.00 TP4            
TP9        TP-2              2995.676mil   5899.169mil   2995.676mil   5899.169mil   2995.676mil   5899.169mil  B         90.00 TP4            
TP8        TP-2              3450.503mil   6402.825mil   3450.503mil   6402.825mil   3450.503mil   6402.825mil  B         90.00 TP4            
TP7        TP-2              3525.701mil   6530.031mil   3525.701mil   6530.031mil   3525.701mil   6530.031mil  B         90.00 TP4            
TP6        TP-2               3259.32mil   6350.055mil    3259.32mil   6350.055mil    3259.32mil   6350.055mil  B         90.00 TP4            
TP5        TP-2              3109.213mil   6355.915mil   3109.213mil   6355.915mil   3109.213mil   6355.915mil  B         90.00 TP4            
TP4        TP-2              3080.073mil   4988.343mil   3080.073mil   4988.343mil   3080.073mil   4988.343mil  B         90.00 TP4            
TP3        TP-2               3792.65mil   5035.668mil    3792.65mil   5035.668mil    3792.65mil   5035.668mil  B         90.00 TP4            
TP2        TP-2               809.051mil   4561.195mil    809.051mil   4561.195mil    809.051mil   4561.195mil  B         90.00 TP4            
TP1        TP-2               709.008mil   4561.489mil    709.008mil   4561.489mil    709.008mil   4561.489mil  B         90.00 TP4            
R130       2512R-0.55        3613.937mil   4865.795mil   3613.937mil   4865.795mil   3613.937mil   4749.654mil  T         90.00 2512           
R129       R0402               665.61mil   5495.542mil     665.61mil   5495.491mil     665.61mil   5476.593mil  T         90.00 10K            
R128       2512R-0.55        2868.937mil   4868.937mil   2868.937mil   4868.937mil   2868.937mil   4752.795mil  T         90.00 2512           
R127       2512R-0.55        2718.937mil   4867.937mil   2718.937mil   4867.937mil   2718.937mil   4751.795mil  T         90.00 2512           
R124       2512R-0.55        1452.937mil   4869.937mil   1452.937mil   4869.937mil   1452.937mil   4753.795mil  T         90.00 2512           
R123       2512R-0.55        1301.937mil   4869.795mil   1301.937mil   4869.795mil   1301.937mil   4753.654mil  T         90.00 2512           
R122       2512R-0.55         726.937mil   4868.795mil    726.937mil   4868.795mil    726.937mil   4752.654mil  T         90.00 2512           
R121       2512R-0.55         573.937mil   4868.937mil    573.937mil   4868.937mil    573.937mil   4752.795mil  T         90.00 2512           
R119       R0402             1630.886mil   5091.937mil   1630.937mil   5091.937mil   1649.835mil   5091.937mil  T        180.00 100K           
R118       R0402             3038.937mil   5147.886mil   3038.937mil   5147.937mil   3038.937mil   5166.835mil  T        270.00 10K            
R116       R0402             3879.937mil   5085.886mil   3879.937mil   5085.937mil   3879.937mil   5104.835mil  T        270.00 10K            
R115       R0402             1733.886mil   5132.937mil   1733.937mil   5132.937mil   1752.835mil   5132.937mil  T        180.00 10K            
R113       R0402             3372.109mil   5083.937mil   3372.058mil   5083.937mil    3353.16mil   5083.937mil  T        360.00 1M             
R112       R0402             2581.886mil   5107.937mil   2581.937mil   5107.937mil   2600.835mil   5107.937mil  T        180.00 1M             
R110       R0402             1115.937mil   5124.988mil   1115.937mil   5124.937mil   1115.937mil   5106.039mil  T         90.00 1M             
R106       R0402             3779.886mil   5067.937mil   3779.937mil   5067.937mil   3798.835mil   5067.937mil  T        180.00 10K            
R105       R0402             3756.937mil   5126.886mil   3756.937mil   5126.937mil   3756.937mil   5145.835mil  T        270.00 100K           
R104       R0402             3079.937mil   5109.886mil   3079.937mil   5109.937mil   3079.937mil   5128.835mil  T        270.00 10K            
R103       R0402             3098.886mil   5050.937mil   3098.937mil   5050.937mil   3117.835mil   5050.937mil  T        180.00 100K           
R102       R0402             1630.886mil   5132.937mil   1630.937mil   5132.937mil   1649.835mil   5132.937mil  T        180.00 10K            
R95        R0402             3803.282mil   5904.321mil   3803.231mil   5904.321mil   3784.333mil   5904.321mil  T        360.00 2k37           
R94        R0402             3724.666mil   5904.244mil   3724.615mil   5904.244mil   3705.717mil   5904.244mil  T        360.00 2k37           
R93        R0402             3822.293mil   5964.992mil   3822.293mil   5964.941mil   3822.293mil   5946.043mil  T         90.00 4.7K           
R92        R0402             3390.029mil    5892.51mil   3390.029mil   5892.459mil   3390.029mil   5873.561mil  T         90.00 2k37           
R91        R0402             3329.624mil   5873.474mil   3329.573mil   5873.474mil   3310.675mil   5873.474mil  T        360.00 2k37           
R90        R0402             3408.086mil   5951.632mil   3408.035mil   5951.632mil   3389.137mil   5951.632mil  T        360.00 4.7K           
R88        R0402             1402.097mil   5488.962mil   1402.097mil   5488.911mil   1402.097mil   5470.013mil  T         90.00 10K            
R86        R0402             2808.798mil   5460.853mil   2808.798mil   5460.802mil   2808.798mil   5441.904mil  T         90.00 10K            
R84        R0402             3517.664mil    5451.71mil   3517.664mil   5451.659mil   3517.664mil   5432.761mil  T         90.00 10K            
R81        R0402             3140.262mil   5887.817mil   3140.211mil   5887.817mil   3121.313mil   5887.817mil  T        360.00 2k37           
R80        R0402             3218.277mil   5965.922mil   3218.226mil   5965.922mil   3199.328mil   5965.922mil  T        360.00 4.7K           
R79        R0402             3664.182mil   6314.421mil   3664.131mil   6314.421mil   3645.233mil   6314.421mil  T        360.00 1k             
R78        R0402             3664.401mil   6436.099mil    3664.35mil   6436.099mil   3645.452mil   6436.099mil  T        360.00 100K           
R60        2512R-0.55        3466.937mil   4865.795mil   3466.937mil   4865.795mil   3466.937mil   4749.654mil  T         90.00 2512           
R59        R0402              403.886mil   5084.937mil    403.937mil   5084.937mil    422.835mil   5084.937mil  T        180.00 1M             
R58        R0402              892.886mil   5114.937mil    892.937mil   5114.937mil    911.835mil   5114.937mil  T        180.00 100K           
R57        R0402              892.886mil   5155.937mil    892.937mil   5155.937mil    911.835mil   5155.937mil  T        180.00 10K            
R56        R0402              970.886mil   5155.937mil    970.937mil   5155.937mil    989.835mil   5155.937mil  T        180.00 10K            
R50        R0402             3002.937mil   5922.886mil   3002.937mil   5922.835mil   3002.937mil   5903.937mil  T         90.00 2k37           
R44        R0402             2941.886mil   5903.937mil   2941.835mil   5903.937mil   2922.937mil   5903.937mil  T        360.00 2k37           
J27        4POL254           3748.937mil   4448.937mil   3748.937mil   4448.937mil   3898.937mil   4448.937mil  T        180.00 Molex 0705430003
J26        4POL254           3153.937mil   4448.937mil   3153.937mil   4448.937mil   3303.937mil   4448.937mil  T        180.00 Molex 0705430003
J23        4POL254           1458.937mil   4448.937mil   1458.937mil   4448.937mil   1608.937mil   4448.937mil  T        180.00 Molex 0705430003
FB20       FB0603            1508.937mil   4616.756mil   1508.937mil   4616.756mil   1508.937mil   4642.937mil  T        270.00 220R           
FB19       FB0603            1608.937mil   4616.118mil   1608.937mil   4616.118mil   1608.937mil   4642.299mil  T        270.00 220R           
FB18       FB0603            1406.937mil   4616.756mil   1406.937mil   4616.756mil   1406.937mil   4642.937mil  T        270.00 220R           
FB17       FB0603            1308.937mil   4615.937mil   1308.937mil   4615.937mil   1308.937mil   4642.118mil  T        270.00 220R           
FB16       FB0603            3203.937mil   4616.118mil   3203.937mil   4616.118mil   3203.937mil   4642.299mil  T        270.00 220R           
FB15       FB0603            3303.937mil   4615.937mil   3303.937mil   4615.937mil   3303.937mil   4642.118mil  T        270.00 220R           
FB14       FB0603            3103.937mil   4615.937mil   3103.937mil   4615.937mil   3103.937mil   4642.118mil  T        270.00 220R           
FB13       FB0603            3003.937mil   4616.118mil   3003.937mil   4616.118mil   3003.937mil   4642.299mil  T        270.00 220R           
FB12       FB0603            3798.937mil   4616.118mil   3798.937mil   4616.118mil   3798.937mil   4642.299mil  T        270.00 220R           
FB11       FB0603            3898.937mil   4616.118mil   3898.937mil   4616.118mil   3898.937mil   4642.299mil  T        270.00 220R           
FB10       FB0603            3698.937mil   4616.118mil   3698.937mil   4616.118mil   3698.937mil   4642.299mil  T        270.00 220R           
FB9        FB0603            3598.937mil   4616.118mil   3598.937mil   4616.118mil   3598.937mil   4642.299mil  T        270.00 220R           
FB8        FB0603            2103.937mil   4616.118mil   2103.937mil   4616.118mil   2103.937mil   4642.299mil  T        270.00 220R           
FB7        FB0603            2203.937mil   4616.118mil   2203.937mil   4616.118mil   2203.937mil   4642.299mil  T        270.00 220R           
FB6        FB0603            2003.937mil   4615.937mil   2003.937mil   4615.937mil   2003.937mil   4642.118mil  T        270.00 220R           
FB5        FB0603            1903.937mil   4616.118mil   1903.937mil   4616.118mil   1903.937mil   4642.299mil  T        270.00 220R           
FB4        FB0603             908.937mil   4615.756mil    908.937mil   4615.756mil    908.937mil   4641.937mil  T        270.00 220R           
FB3        FB0603            1006.937mil   4620.937mil   1006.937mil   4620.937mil   1006.937mil   4647.118mil  T        270.00 220R           
FB2        FB0603             807.937mil   4619.756mil    807.937mil   4619.756mil    807.937mil   4645.937mil  T        270.00 220R           
FB1        FB0603             708.937mil   4615.937mil    708.937mil   4615.937mil    708.937mil   4642.118mil  T        270.00 220R           
D41        SOD523_           3731.511mil   5944.557mil   3731.511mil   5944.557mil    3759.07mil   5944.557mil  T        360.00 BAT54          
D40        SOD523_           3731.937mil   5988.937mil   3731.937mil   5988.937mil   3704.378mil   5988.937mil  T        180.00 BAT54          
D39        SOD523_           3350.937mil   5940.937mil   3350.937mil   5940.937mil   3350.937mil   5968.496mil  T         90.00 BAT54          
D38        SOD523_           3308.937mil   5940.937mil   3308.937mil   5940.937mil   3308.937mil   5913.378mil  T        270.00 BAT54          
D37        SOD523_           3160.937mil   5951.937mil   3160.937mil   5951.937mil   3160.937mil   5979.496mil  T         90.00 BAT54          
D36        SOD523_           3118.937mil   5952.937mil   3118.937mil   5952.937mil   3118.937mil   5925.378mil  T        270.00 BAT54          
D35        SOD923-100X40-2N    3661.09mil   6354.527mil    3661.09mil   6354.527mil   3643.374mil   6354.527mil  T        180.00 ESD9B3.3ST5G   
C163       C0402             3665.249mil   5923.213mil   3665.249mil   5923.064mil   3665.249mil   5904.364mil  T         90.00 100nF          
C162       C0402             3270.432mil   5892.671mil   3270.432mil   5892.521mil   3270.432mil   5873.821mil  T         90.00 100nF          
C161       C0402             3080.937mil   5907.087mil   3080.937mil   5906.937mil   3080.937mil   5888.237mil  T         90.00 100nF          
C160       C0402              3664.38mil   6394.679mil    3664.23mil   6394.679mil    3645.53mil   6394.679mil  T        360.00 10nF           
C159       C0402             3544.546mil   6399.833mil   3544.396mil   6399.833mil   3525.696mil   6399.833mil  T        360.00 10nF           
C158       C0402             3289.087mil   6400.417mil   3288.937mil   6400.417mil   3270.237mil   6400.417mil  T        360.00 10nF           
C157       C0402             3162.106mil   6401.477mil   3161.956mil   6401.477mil   3143.256mil   6401.477mil  T        360.00 10nF           
C156       CAP-ELEC-063063077   3145.937mil   5329.937mil   3145.937mil   5329.937mil   3145.937mil   5227.575mil  T        270.00 UWT1V101MCL1GS 
C155       C0402             2943.087mil   5432.937mil   2942.937mil   5432.937mil   2924.237mil   5432.937mil  T        360.00 0402           
C154       CAP-ELEC-063063077   1728.937mil   5329.937mil   1728.937mil   5329.937mil   1728.937mil   5227.575mil  T        270.00 UWT1V101MCL1GS 
C153       C0402             1156.937mil   5202.787mil   1156.937mil   5202.637mil   1156.937mil   5183.937mil  T         90.00 10nF           
C152       C0402             1525.087mil   5432.937mil   1524.937mil   5432.937mil   1506.237mil   5432.937mil  T        360.00 0402           
C151       C0402             1630.787mil   5173.937mil   1630.937mil   5173.937mil   1649.637mil   5173.937mil  T        180.00 10nF           
C150       C0402             1733.787mil   5091.937mil   1733.937mil   5091.937mil   1752.637mil   5091.937mil  T        180.00 10nF           
C149       C0402              892.787mil   5196.937mil    892.937mil   5196.937mil    911.637mil   5196.937mil  T        180.00 10nF           
C148       C0402             3253.937mil   4611.087mil   3253.937mil   4610.937mil   3253.937mil   4592.237mil  T         90.00 1nF            
C147       C0402             3370.087mil   4590.937mil   3369.937mil   4590.937mil   3351.237mil   4590.937mil  T        360.00 1nF            
C146       C0402             3153.937mil   4611.087mil   3153.937mil   4610.937mil   3153.937mil   4592.237mil  T         90.00 1nF            
C145       C0402             2939.787mil   4591.937mil   2939.937mil   4591.937mil   2958.637mil   4591.937mil  T        180.00 1nF            
C144       C0402             3170.787mil   4801.937mil   3170.937mil   4801.937mil   3189.637mil   4801.937mil  T        180.00 1nF            
C143       C0402             3187.937mil   4919.087mil   3187.937mil   4918.937mil   3187.937mil   4900.237mil  T         90.00 1nF            
C142       C0402             3052.937mil   4650.787mil   3052.937mil   4650.937mil   3052.937mil   4669.637mil  T        270.00 1nF            
C141       C0402             2562.787mil   5009.937mil   2562.937mil   5009.937mil   2581.637mil   5009.937mil  T        180.00 1nF            
C140       C0402             1558.937mil   4610.787mil   1558.937mil   4610.937mil   1558.937mil   4629.637mil  T        270.00 1nF            
C139       C0402             1673.723mil   4591.691mil   1673.573mil   4591.691mil   1654.873mil   4591.691mil  T        360.00 1nF            
C138       C0402             1457.937mil   4611.087mil   1457.937mil   4610.937mil   1457.937mil   4592.237mil  T         90.00 1nF            
C137       C0402             1244.787mil   4591.937mil   1244.937mil   4591.937mil   1263.637mil   4591.937mil  T        180.00 1nF            
C136       C0402             1574.087mil   4680.937mil   1573.937mil   4680.937mil   1555.237mil   4680.937mil  T        360.00 1nF            
C135       C0402             1728.937mil   4871.087mil   1728.937mil   4870.937mil   1728.937mil   4852.237mil  T         90.00 1nF            
C134       C0402             1357.937mil   4641.787mil   1357.937mil   4641.937mil   1357.937mil   4660.637mil  T        270.00 1nF            
C133       C0402             1148.787mil   5006.937mil   1148.937mil   5006.937mil   1167.637mil   5006.937mil  T        180.00 1nF            
C132       CAP-ELEC-063063077   3853.937mil   5329.937mil   3853.937mil   5329.937mil   3853.937mil   5227.575mil  T        270.00 UWT1V101MCL1GS 
C131       C0402             3652.087mil   5432.937mil   3651.937mil   5432.937mil   3633.237mil   5432.937mil  T        360.00 0402           
C130       C0402             3848.937mil   4609.087mil   3848.937mil   4608.937mil   3848.937mil   4590.237mil  T         90.00 1nF            
C129       C0402             3948.937mil   4610.087mil   3948.937mil   4609.937mil   3948.937mil   4591.237mil  T         90.00 1nF            
C128       C0402             3748.937mil   4609.087mil   3748.937mil   4608.937mil   3748.937mil   4590.237mil  T         90.00 1nF            
C127       C0402             3648.937mil   4609.087mil   3648.937mil   4608.937mil   3648.937mil   4590.237mil  T         90.00 1nF            
C126       C0402             3848.937mil   4744.087mil   3848.937mil   4743.937mil   3848.937mil   4725.237mil  T         90.00 1nF            
C125       C0402             3797.937mil   5126.787mil   3797.937mil   5126.937mil   3797.937mil   5145.637mil  T        270.00 10nF           
C124       C0402             3039.937mil   5070.087mil   3039.937mil   5069.937mil   3039.937mil   5051.237mil  T         90.00 10nF           
C121       C0603             3663.937mil   5072.937mil   3663.937mil   5072.937mil   3637.165mil   5072.937mil  T        360.00 100nF          
C120       C0603             2944.937mil   5070.937mil   2944.937mil   5070.937mil   2918.165mil   5070.937mil  T        360.00 100nF          
C119       C0603             1622.937mil   5042.937mil   1622.937mil   5042.937mil   1596.165mil   5042.937mil  T        360.00 100nF          
C118       C0603              799.709mil   5072.937mil    799.709mil   5072.937mil    772.937mil   5072.937mil  T        360.00 100nF          
C117       C0603             3280.937mil   5052.937mil   3280.937mil   5052.937mil   3307.709mil   5052.937mil  T        180.00 100nF          
C116       C0603             2572.937mil   5057.937mil   2572.937mil   5057.937mil   2599.709mil   5057.937mil  T        180.00 100nF          
C115       C0603             1155.937mil   5056.937mil   1155.937mil   5056.937mil   1182.709mil   5056.937mil  T        180.00 100nF          
C114       C0603              429.937mil   5034.937mil    429.937mil   5034.937mil    456.709mil   5034.937mil  T        180.00 100nF          
C113       C0402             3290.787mil   5102.937mil   3290.937mil   5102.937mil   3309.637mil   5102.937mil  T        180.00 100nF          
C112       C0402             2663.087mil   5082.937mil   2662.937mil   5082.937mil   2644.237mil   5082.937mil  T        360.00 100nF          
